Race Date,Race Class,Race Distance,Place,Horse No,Horse Name,Jockey,Trainer,Actual Weight,Declared Weight,Draw,LBW,Running Position,Finish Time,Win Odds
2023/12/03,第五班,1650,13,8,喜愛善 (E376),艾兆禮,蘇偉賢,125,1283,5,17,"5                                                        

5                                                        

5                                                        

1355513",1:42.67,16
2023/12/03,第五班,1650,14,9,辣得傲 (G202),蔡明紹,文家良,125,1051,13,25-3/4,"14                                                        

14                                                        

14                                                        

1414141414",1:44.05,71
2023/11/29,第五班,1000,1,8,開心馬 (H061),鍾易禮,文家良,117,1100,3,-,"1                                                        

1                                                        

1111",0:57.60,5.3
2023/11/29,第五班,1000,2,6,友誼至佳 (E208),霍宏聲,韋達,123,1165,4,3/4,"6                                                        

3                                                        

2632",0:57.71,9.6
2023/11/29,第五班,1000,3,9,奮鬥雄才 (E255),田泰安,葉楚航,120,1085,5,1-3/4,"9                                                        

9                                                        

3993",0:57.87,3.1
2023/11/29,第五班,1000,4,3,佳尊三 (D186),潘頓,蘇偉賢,129,1113,7,2-1/4,"2                                                        

2                                                        

4224",0:57.96,5.3
2023/11/29,第五班,1000,5,7,歡樂好友 (C533),麥道朗,蘇偉賢,122,1107,6,2-1/4,"5                                                        

6                                                        

5565",0:57.96,8
2023/11/29,第五班,1000,6,1,超勁日子 (H119),賀銘年,伍鵬志,130,1097,1,3,"4                                                        

5                                                        

6456",0:58.08,13
2023/11/29,第五班,1000,7,4,喜喜利高 (G397),潘明輝,徐雨石,126,1091,2,3-1/2,"8                                                        

7                                                        

7877",0:58.15,52
2023/11/29,第五班,1000,8,5,八卦 (C102),周俊樂,徐雨石,123,1145,8,3-1/2,"7                                                        

8                                                        

8788",0:58.15,13
2023/11/29,第五班,1000,9,2,萬事有 (D443),巫顯東,容天鵬,127,1261,9,4-1/2,"3                                                        

4                                                        

9349",0:58.32,8.8
2023/11/26,第五班,1400,1,10,創高峰 (D136),霍宏聲,韋達,126,1236,1,-,"2                                                        

2                                                        

2                                                        

12221",1:22.61,5.5
2023/11/26,第五班,1400,2,13,天使獵人 (G193),蔡明紹,文家良,122,1119,2,頭位,"4                                                        

4                                                        

3                                                        

24432",1:22.64,12
2023/11/26,第五班,1400,3,9,洪運派彩 (G414),黃智弘,徐雨石,118,1187,8,2-1/4,"1                                                        

1                                                        

1                                                        

31113",1:22.96,7.1
2023/11/26,第五班,1400,4,14,金牌實力 (E328),田泰安,鄭俊偉,117,1124,7,2-1/2,"5                                                        

5                                                        

5                                                        

45554",1:22.99,8
2023/11/26,第五班,1400,5,3,世界籐王 (G384),艾道拿,黎昭昇,134,1102,5,2-3/4,"7                                                        

7                                                        

7                                                        

57775",1:23.04,5.9
2023/11/26,第五班,1400,6,5,荃程路通 (E403),巴度,文家良,115,1048,13,3,"14                                                        

12                                                        

10                                                        

61412106",1:23.08,47
2023/11/26,第五班,1400,7,11,喜愛善 (E376),艾兆禮,蘇偉賢,126,1287,6,4-1/2,"8                                                        

8                                                        

6                                                        

78867",1:23.33,10
2023/11/26,第五班,1400,8,2,馬上旺 (G276),何澤堯,呂健威,135,1151,10,5,"9                                                        

10                                                        

9                                                        

891098",1:23.43,14
2023/11/26,第五班,1400,9,4,滿多福 (H251),陳嘉熙,方嘉柏,129,1117,14,5-1/4,"12                                                        

14                                                        

14                                                        

91214149",1:23.43,91
2023/11/26,第五班,1400,10,8,神魔金剛 (G443),賀銘年,葉楚航,129,1122,11,5-3/4,"11                                                        

11                                                        

11                                                        

1011111110",1:23.53,37
2023/11/26,第五班,1400,11,1,上市魅力 (H196),潘頓,蘇偉賢,135,1091,12,6-1/2,"13                                                        

13                                                        

13                                                        

1113131311",1:23.65,8.2
2023/11/26,第五班,1400,12,6,優悠俠 (H053),周俊樂,容天鵬,130,1092,4,6-1/2,"3                                                        

3                                                        

4                                                        

1233412",1:23.65,6.5
2023/11/26,第五班,1400,13,7,萬事正 (H023),鍾易禮,告東尼,125,1165,3,7-3/4,"6                                                        

6                                                        

8                                                        

1366813",1:23.83,72
2023/11/26,第五班,1400,14,12,輝煌亨 (G287),楊明綸,廖康銘,126,1025,9,10,"10                                                        

9                                                        

12                                                        

141091214",1:24.19,126
2023/11/26,第五班,1400,WV,,輕雅 (H249),董明朗,巫偉傑,132,---,---,---,,---,---
2023/11/22,第五班,1200,1,1,真感 (E209),賀銘年,黎昭昇,134,1218,2,-,"6                                                        

5                                                        

1651",1:10.20,9.3
2023/11/22,第五班,1200,2,7,中華威威 (D075),希威森,徐雨石,128,1222,8,2-1/4,"2                                                        

2                                                        

2222",1:10.55,11
2023/11/22,第五班,1200,3,6,紅鬃烈馬 (D087),艾道拿,葉楚航,128,1036,6,2-1/2,"9                                                        

7                                                        

3973",1:10.60,9.9
2023/11/22,第五班,1200,4,9,奮鬥雄才 (E255),田泰安,葉楚航,126,1080,12,3-1/4,"11                                                        

10                                                        

411104",1:10.71,27
2023/11/22,第五班,1200,5,3,飛騰騅 (E494),陳嘉熙,方嘉柏,127,1095,5,4-1/4,"4                                                        

3                                                        

5435",1:10.87,4
2023/11/22,第五班,1200,6,4,領航神駒 (G015),巴度,蘇偉賢,132,1076,9,5,"12                                                        

11                                                        

612116",1:11.00,7.7
2023/11/22,第五班,1200,7,2,鼓浪精綵 (E429),蔡明紹,文家良,133,1147,11,5-3/4,"7                                                        

6                                                        

7767",1:11.12,30
2023/11/22,第五班,1200,8,8,光明先驅 (G255),艾兆禮,姚本輝,127,1054,3,6-1/2,"5                                                        

9                                                        

8598",1:11.22,6.6
2023/11/22,第五班,1200,9,10,錢途光明 (G423),梁家俊,丁冠豪,125,1054,7,7-1/4,"10                                                        

8                                                        

91089",1:11.34,40
2023/11/22,第五班,1200,10,5,謙謙君子 (G352),楊明綸,呂健威,130,1051,10,7-1/4,"3                                                        

4                                                        

103410",1:11.35,16
2023/11/22,第五班,1200,11,11,天天智庫 (D231),周俊樂,容天鵬,120,1061,1,8-3/4,"1                                                        

1                                                        

111111",1:11.61,5.1
2023/11/22,第五班,1200,12,12,謎語 (D491),巫顯東,徐雨石,118,1038,4,9-1/4,"8                                                        

12                                                        

1281212",1:11.66,26
2023/11/19,第四班,1200,1,10,福星 (H239),艾道拿,賀賢,126,1046,3,-,"6                                                        

6                                                        

1661",1:09.25,7.8
2023/11/19,第四班,1200,2,6,雙贏 (H382),周俊樂,容天鵬,125,1126,10,3/4,"1                                                        

2                                                        

2122",1:09.38,62
2023/11/19,第四班,1200,3,1,揚揚大道 (G050),蔡明紹,羅富全,135,1195,2,2-1/4,"9                                                        

10                                                        

39103",1:09.59,9.6
2023/11/19,第四班,1200,4,7,手錶之星 (H483),潘頓,丁冠豪,127,1148,4,2-3/4,"4                                                        

4                                                        

4444",1:09.69,8.3
2023/11/19,第四班,1200,5,5,善傳香江 (G283),梁家俊,文家良,128,1236,7,3,"2                                                        

1                                                        

5215",1:09.71,45
2023/11/19,第四班,1200,6,8,浪漫梟雄 (H482),田泰安,沈集成,127,1150,1,3-1/4,"8                                                        

7                                                        

6876",1:09.75,1.8
2023/11/19,第四班,1200,7,3,勇創派對 (E368),希威森,呂健威,133,1043,6,3-3/4,"11                                                        

9                                                        

71197",1:09.85,25
2023/11/19,第四班,1200,8,12,喜傲龍 (E352),何澤堯,方嘉柏,120,1194,8,5,"12                                                        

11                                                        

812118",1:10.04,27
2023/11/19,第四班,1200,9,13,投資有利 (G025),董明朗,韋達,120,1134,12,5-1/4,"5                                                        

5                                                        

9559",1:10.09,32
2023/11/19,第四班,1200,10,2,喜喜任務 (H050),霍宏聲,廖康銘,134,1107,13,5-1/4,"7                                                        

8                                                        

107810",1:10.10,43
2023/11/19,第四班,1200,11,4,九運 (E443),巴度,葉楚航,131,1127,9,5-1/4,"13                                                        

13                                                        

11131311",1:10.10,18
2023/11/19,第四班,1200,12,14,醒目勇駒 (B456),艾兆禮,蘇偉賢,116,1135,5,6-3/4,"10                                                        

12                                                        

12101212",1:10.32,14
2023/11/19,第四班,1200,13,9,陽光燦爛 (H484),賀銘年,伍鵬志,127,1117,14,8-1/4,"14                                                        

14                                                        

13141413",1:10.57,126
2023/11/19,第四班,1200,14,11,美麗同心 (H414),楊明綸,黎昭昇,124,1273,11,16-1/4,"3                                                        

3                                                        

143314",1:11.86,220
2023/11/19,第四班,1200,WV,,八威小子 (G239),潘明輝,鄭俊偉,121,---,---,---,,---,---
2023/11/15,第五班,1200,1,10,九秒九 (E495),何澤堯,方嘉柏,127,1173,1,-,"5                                                        

3                                                        

1531",1:10.44,1.9
2023/11/15,第五班,1200,2,12,蒲俠超得 (E138),鍾易禮,鄭俊偉,112,1176,6,1,"9                                                        

9                                                        

2992",1:10.61,14
2023/11/15,第五班,1200,3,3,杭州飛輪 (E149),潘頓,容天鵬,135,1033,8,1-3/4,"12                                                        

10                                                        

312103",1:10.71,10
2023/11/15,第五班,1200,4,11,怪獸豪俠 (G282),董明朗,文家良,126,1110,7,2-1/4,"3                                                        

4                                                        

4344",1:10.80,7.1
2023/11/15,第五班,1200,5,4,晉神 (C476),田泰安,葉楚航,134,1047,3,2-1/4,"10                                                        

12                                                        

510125",1:10.81,17
2023/11/15,第五班,1200,6,2,月球 (D409),梁家俊,黎昭昇,135,1155,4,2-1/2,"6                                                        

6                                                        

6666",1:10.82,15
2023/11/15,第五班,1200,7,8,奮鬥傳奇 (H132),希威森,蘇偉賢,132,1142,2,3,"8                                                        

7                                                        

7877",1:10.94,46
2023/11/15,第五班,1200,8,5,妙玲瓏 (H068),艾道拿,巫偉傑,133,1140,9,4-1/2,"7                                                        

8                                                        

8788",1:11.17,29
2023/11/15,第五班,1200,9,7,鑽石寶寶 (G063),巴度,姚本輝,133,1194,5,5,"2                                                        

1                                                        

9219",1:11.23,13
2023/11/15,第五班,1200,10,1,合金皇 (D287),賀銘年,丁冠豪,135,1130,11,5,"4                                                        

5                                                        

104510",1:11.24,22
2023/11/15,第五班,1200,11,6,八卦 (C102),周俊樂,徐雨石,131,1152,12,9,"1                                                        

2                                                        

111211",1:11.89,26
2023/11/15,第五班,1200,12,9,天駿寶 (H275),艾兆禮,蔡約翰,129,1186,10,9-3/4,"11                                                        

11                                                        

12111112",1:11.99,19
2023/11/11,第四班（條件限制）,1200,1,1,鈦易搵 (H216),黃智弘,方嘉柏,125,1116,3,-,"4                                                        

3                                                        

1431",1:09.36,3.3
2023/11/11,第四班（條件限制）,1200,2,2,非凡達 (H364),布文,沈集成,134,1127,1,2-1/4,"7                                                        

5                                                        

2752",1:09.72,3.8
2023/11/11,第四班（條件限制）,1200,3,3,球星 (H412),希威森,大衛希斯,132,1122,4,2-1/4,"2                                                        

1                                                        

3213",1:09.73,4.9
2023/11/11,第四班（條件限制）,1200,4,6,占士德 (J007),梁家俊,容天鵬,129,1127,7,3,"1                                                        

2                                                        

4124",1:09.83,84
2023/11/11,第四班（條件限制）,1200,5,8,黑白 (H466),田泰安,葉楚航,129,1069,8,4-3/4,"6                                                        

6                                                        

5665",1:10.13,13
2023/11/11,第四班（條件限制）,1200,6,9,定數 (H438),霍宏聲,丁冠豪,129,1171,13,6-1/4,"13                                                        

11                                                        

613116",1:10.34,10
2023/11/11,第四班（條件限制）,1200,7,7,妙算高歌 (H444),潘頓,廖康銘,129,1193,12,6-1/4,"11                                                        

10                                                        

711107",1:10.38,6.2
2023/11/11,第四班（條件限制）,1200,8,10,全神貫注 (H465),潘明輝,姚本輝,127,1060,2,7-1/2,"14                                                        

12                                                        

814128",1:10.54,131
2023/11/11,第四班（條件限制）,1200,9,13,超勁日子 (H119),賀銘年,伍鵬志,120,1102,6,7-3/4,"3                                                        

4                                                        

9349",1:10.62,86
2023/11/11,第四班（條件限制）,1200,10,11,驍勇者 (H307),周俊樂,鄭俊偉,123,1067,9,8-1/2,"12                                                        

14                                                        

10121410",1:10.73,103
2023/11/11,第四班（條件限制）,1200,11,12,同得寶 (H365),蔡明紹,巫偉傑,125,1130,10,9-3/4,"5                                                        

7                                                        

115711",1:10.91,90
2023/11/11,第四班（條件限制）,1200,12,4,鄉村樂韻 (H436),艾道拿,蔡約翰,129,1088,14,10,"8                                                        

9                                                        

128912",1:10.98,22
2023/11/11,第四班（條件限制）,1200,13,5,皇者之寶 (H370),董明朗,黎昭昇,129,1212,5,17-1/2,"10                                                        

8                                                        

1310813",1:12.15,66
2023/11/11,第四班（條件限制）,1200,14,14,事事利高 (H152),巫顯東,徐雨石,117,1108,11,18-1/2,"9                                                        

13                                                        

1491314",1:12.34,158
2023/11/08,第五班,1200,1,3,辣得駕勢 (G203),賀銘年,伍鵬志,132,1055,6,-,"1                                                        

1                                                        

1111",1:09.96,14
2023/11/08,第五班,1200,2,2,飛騰騅 (E494),陳嘉熙,方嘉柏,128,1083,12,1-1/4,"3                                                        

3                                                        

2332",1:10.17,10
2023/11/08,第五班,1200,3,1,世界籐王 (G384),董明朗,黎昭昇,135,1104,8,2-3/4,"10                                                        

10                                                        

310103",1:10.41,15
2023/11/08,第五班,1200,4,9,魅力仔 (E156),梁家俊,文家良,122,1210,7,3-1/2,"4                                                        

4                                                        

4444",1:10.50,8.4
2023/11/08,第五班,1200,5,8,歡樂好友 (C533),蔡明紹,蘇偉賢,127,1111,4,3-3/4,"2                                                        

2                                                        

5225",1:10.54,5.1
2023/11/08,第五班,1200,6,4,天駿寶 (H275),艾道拿,蔡約翰,131,1188,3,4-1/4,"8                                                        

7                                                        

6876",1:10.64,9
2023/11/08,第五班,1200,7,5,神魔金剛 (G443),潘明輝,葉楚航,129,1129,1,4-1/4,"5                                                        

5                                                        

7557",1:10.65,11
2023/11/08,第五班,1200,8,7,吉吉利高 (G341),潘頓,徐雨石,128,1140,5,6-3/4,"7                                                        

8                                                        

8788",1:11.05,3.5
2023/11/08,第五班,1200,9,12,同喜囍 (G105),鍾易禮,巫偉傑,111,1085,11,7-3/4,"9                                                        

9                                                        

9999",1:11.21,46
2023/11/08,第五班,1200,10,11,勝利鐘聲 (G116),田泰安,韋達,116,1121,9,8,"11                                                        

11                                                        

10111110",1:11.23,15
2023/11/08,第五班,1200,11,10,運來多寶 (G316),巫顯東,容天鵬,116,1140,2,12,"6                                                        

6                                                        

116611",1:11.88,52
2023/11/08,第五班,1200,DNF,6,騰飛塔 (D500),艾兆禮,沈集成,130,1044,10,---,"12                                                        

121212",---,12
2023/11/05,第五班,1400,1,12,洪運派彩 (G414),鍾易禮,徐雨石,116,1181,4,-,"1                                                        

1                                                        

1                                                        

11111",1:22.43,13
2023/11/05,第五班,1400,2,7,優悠俠 (H053),周俊樂,容天鵬,128,1088,5,鼻位,"3                                                        

4                                                        

4                                                        

23442",1:22.43,33
2023/11/05,第五班,1400,3,14,金牌實力 (E328),董明朗,鄭俊偉,117,1121,1,1-1/2,"9                                                        

11                                                        

9                                                        

391193",1:22.67,5.5
2023/11/05,第五班,1400,4,9,創高峰 (D136),希威森,韋達,127,1233,9,2-1/2,"2                                                        

3                                                        

3                                                        

42334",1:22.82,7.3
2023/11/05,第五班,1400,5,3,魅力一丁 (G278),巴度,呂健威,134,1126,6,4,"7                                                        

8                                                        

6                                                        

57865",1:23.06,8.6
2023/11/05,第五班,1400,6,13,飛馬好威 (G174),嘉里,賀賢,119,1057,11,5,"4                                                        

5                                                        

5                                                        

64556",1:23.21,125
2023/11/05,第五班,1400,7,10,最多歡笑 (G251),蔡明紹,巫偉傑,126,1104,8,5-1/4,"6                                                        

7                                                        

8                                                        

76787",1:23.26,11
2023/11/05,第五班,1400,8,1,鑽飾永恆 (H194),艾兆禮,廖康銘,135,1206,3,5-1/4,"5                                                        

6                                                        

7                                                        

85678",1:23.26,40
2023/11/05,第五班,1400,9,5,領航傳祺 (G126),潘頓,沈集成,133,1156,14,5-1/2,"14                                                        

13                                                        

12                                                        

91413129",1:23.31,3.3
2023/11/05,第五班,1400,10,2,佳景臨門 (H154),賀銘年,葉楚航,135,1119,7,8-1/4,"10                                                        

12                                                        

13                                                        

1010121310",1:23.75,17
2023/11/05,第五班,1400,11,11,富存大師 (D371),艾道拿,黎昭昇,124,1092,12,8-1/2,"12                                                        

10                                                        

10                                                        

1112101011",1:23.78,17
2023/11/05,第五班,1400,12,8,錢途光明 (G423),梁家俊,丁冠豪,129,1053,13,9,"11                                                        

2                                                        

2                                                        

12112212",1:23.88,56
2023/11/05,第五班,1400,13,6,團結一心 (H004),田泰安,大衛希斯,131,1152,10,9-1/2,"8                                                        

9                                                        

11                                                        

13891113",1:23.94,10
2023/11/05,第五班,1400,14,4,滿多福 (H251),黃智弘,方嘉柏,124,1108,2,78-1/2,"13                                                        

14                                                        

14                                                        

1413141414",1:34.97,34
2023/11/01,第五班,1000,1,3,投資有利 (G025),霍宏聲,韋達,135,1127,4,-,"4                                                        

4                                                        

1441",0:57.80,8.7
2023/11/01,第五班,1000,2,8,九秒九 (E495),艾道拿,方嘉柏,127,1170,1,1,"6                                                        

3                                                        

2632",0:57.96,2.5
2023/11/01,第五班,1000,3,2,萬事有 (D443),潘頓,容天鵬,135,1242,9,2-1/4,"1                                                        

2                                                        

3123",0:58.14,5.9
2023/11/01,第五班,1000,4,7,開心馬 (H061),鍾易禮,文家良,122,1101,5,2-1/4,"2                                                        

1                                                        

4214",0:58.16,4.1
2023/11/01,第五班,1000,5,6,吉吉利高 (G341),田泰安,徐雨石,129,1145,2,2-1/4,"7                                                        

5                                                        

5755",0:58.16,6.3
2023/11/01,第五班,1000,6,4,順利取勝 (G403),嘉里,蔡約翰,133,1237,3,4,"8                                                        

7                                                        

6876",0:58.46,17
2023/11/01,第五班,1000,7,1,奮鬥傳奇 (H132),蔡明紹,蘇偉賢,135,1137,6,4-1/4,"9                                                        

9                                                        

7997",0:58.50,60
2023/11/01,第五班,1000,8,9,八采 (G280),巫顯東,鄭俊偉,113,1230,8,5-1/4,"5                                                        

8                                                        

8588",0:58.64,63
2023/11/01,第五班,1000,9,5,牛皇頭 (G233),楊明綸,鄭俊偉,131,1268,7,6,"3                                                        

6                                                        

9369",0:58.77,26
2023/10/29,第五班,1200,1,8,領航神駒 (G015),巴度,蘇偉賢,122,1071,8,-,"10                                                        

10                                                        

110101",1:10.99,8.4
2023/10/29,第五班,1200,2,7,光明先驅 (G255),田泰安,姚本輝,128,1062,9,4,"5                                                        

6                                                        

2562",1:11.63,4.2
2023/10/29,第五班,1200,3,1,月球 (D409),梁家俊,黎昭昇,135,1147,1,4,"7                                                        

5                                                        

3753",1:11.63,9.4
2023/10/29,第五班,1200,4,11,勝利鐘聲 (G116),董明朗,韋達,117,1118,5,4,"8                                                        

7                                                        

4874",1:11.65,8.2
2023/10/29,第五班,1200,5,3,天外驚天 (G253),潘頓,大衛希斯,133,1193,11,4-1/4,"12                                                        

11                                                        

512115",1:11.67,12
2023/10/29,第五班,1200,6,6,天時明駒 (H016),蔡明紹,容天鵬,130,1078,2,4-1/2,"4                                                        

3                                                        

6436",1:11.71,9.8
2023/10/29,第五班,1200,7 平頭馬,5,中華威威 (D075),霍宏聲,徐雨石,131,1215,6,4-1/2,"9                                                        

9                                                        

7997",1:11.71,9.2
2023/10/29,第五班,1200,7 平頭馬,10,同喜囍 (G105),賀銘年,巫偉傑,118,1090,7,4-1/2,"6                                                        

8                                                        

7687",1:11.71,48
2023/10/29,第五班,1200,9,9,星叻無敵 (G205),鍾易禮,文家良,113,1148,4,4-3/4,"1                                                        

1                                                        

9119",1:11.74,17
2023/10/29,第五班,1200,10,2,神魔金剛 (G443),潘明輝,葉楚航,131,1121,12,5-1/4,"11                                                        

12                                                        

10111210",1:11.84,27
2023/10/29,第五班,1200,11,12,八采 (G280),巫顯東,鄭俊偉,113,1236,3,9-1/2,"3                                                        

4                                                        

113411",1:12.50,18
2023/10/29,第五班,1200,12,4,精算其然 (E307),希威森,呂健威,132,1025,10,9-1/2,"2                                                        

2                                                        

122212",1:12.53,5.7
2023/10/25,第五班,1800,1,7,慶萬家 (G029),楊明綸,蘇偉賢,129,1074,9,-,"8                                                        

7                                                        

6                                                        

5                                                        

187651",1:49.08,9.2
2023/10/25,第五班,1800,2,2,美滿星雲 (G279),蔡明紹,伍鵬志,134,1127,2,短馬頭位,"1                                                        

1                                                        

1                                                        

1                                                        

211112",1:49.10,7
2023/10/25,第五班,1800,3,11,活力多多 (H022),田泰安,伍鵬志,122,1240,12,3/4,"11                                                        

11                                                        

11                                                        

8                                                        

311111183",1:49.22,7.5
2023/10/25,第五班,1800,4,12,綠登 (E409),董明朗,蘇偉賢,118,1112,7,1-3/4,"2                                                        

2                                                        

2                                                        

2                                                        

422224",1:49.36,12
2023/10/25,第五班,1800,5,5,日就月將 (D157),潘頓,賀賢,132,1049,4,3-1/4,"10                                                        

8                                                        

8                                                        

4                                                        

5108845",1:49.61,2.7
2023/10/25,第五班,1800,6,6,豐盛多彩 (G301),希威森,黎昭昇,129,1100,1,4-1/2,"3                                                        

4                                                        

3                                                        

3                                                        

634336",1:49.82,6.5
2023/10/25,第五班,1800,7,8,麒麟 (E151),梁家俊,大衛希斯,127,1165,3,10,"9                                                        

10                                                        

10                                                        

9                                                        

79101097",1:50.69,20
2023/10/25,第五班,1800,8,9,日日靚 (D070),艾道拿,方嘉柏,122,1134,6,13-1/2,"12                                                        

12                                                        

12                                                        

10                                                        

8121212108",1:51.25,17
2023/10/25,第五班,1800,9,10,摘星光輝 (E316),陳嘉熙,鄭俊偉,117,1067,10,16,"4                                                        

3                                                        

4                                                        

6                                                        

943469",1:51.63,59
2023/10/25,第五班,1800,10,3,樂捉鳥 (G470),周俊樂,沈集成,132,1195,5,16-1/4,"7                                                        

5                                                        

5                                                        

7                                                        

10755710",1:51.68,12
2023/10/25,第五班,1800,11,1,最佳拍檔 (H261),鍾易禮,伍鵬志,128,1064,8,19-3/4,"6                                                        

6                                                        

7                                                        

11                                                        

116671111",1:52.23,70
2023/10/25,第五班,1800,12,4,領航聖心 (H107),艾兆禮,廖康銘,132,1099,11,24-1/4,"5                                                        

9                                                        

9                                                        

12                                                        

125991212",1:52.96,69
2023/10/22,第五班,1400,1,8,好運寶馬 (E157),田泰安,巫偉傑,132,1131,9,-,"10                                                        

10                                                        

10                                                        

11010101",1:22.47,7.2
2023/10/22,第五班,1400,2,12,富存大師 (D371),艾道拿,黎昭昇,124,1089,3,1-1/4,"11                                                        

9                                                        

7                                                        

211972",1:22.64,22
2023/10/22,第五班,1400,3,2,勝利之皇 (E457),潘頓,蘇偉賢,135,1123,4,1-1/4,"4                                                        

5                                                        

3                                                        

34533",1:22.68,3
2023/10/22,第五班,1400,4,14,金牌實力 (E328),董明朗,鄭俊偉,118,1116,6,2,"12                                                        

13                                                        

11                                                        

41213114",1:22.78,28
2023/10/22,第五班,1400,5,3,領航傳祺 (G126),布文,沈集成,134,1160,11,2-3/4,"13                                                        

12                                                        

12                                                        

51312125",1:22.91,3.1
2023/10/22,第五班,1400,6,11,創高峰 (D136),希威森,韋達,128,1229,13,4,"1                                                        

1                                                        

2                                                        

61126",1:23.10,21
2023/10/22,第五班,1400,7,1,馬上旺 (G276),班德禮,呂健威,135,1144,2,4-1/4,"3                                                        

3                                                        

4                                                        

73347",1:23.14,12
2023/10/22,第五班,1400,8,9,優悠俠 (H053),周俊樂,容天鵬,130,1093,5,5-1/2,"9                                                        

11                                                        

13                                                        

8911138",1:23.36,29
2023/10/22,第五班,1400,9,13,魅力仔 (E156),梁家俊,文家良,124,1209,14,6-1/4,"2                                                        

2                                                        

1                                                        

92219",1:23.49,44
2023/10/22,第五班,1400,10,10,紅鬃烈馬 (D087),潘明輝,葉楚航,129,1049,12,8,"5                                                        

8                                                        

8                                                        

1058810",1:23.75,8.9
2023/10/22,第五班,1400,11,7,萬事正 (H023),鍾易禮,告東尼,126,1151,1,9,"7                                                        

6                                                        

6                                                        

1176611",1:23.90,54
2023/10/22,第五班,1400,12,6,幸運天賦 (H209),賀銘年,伍鵬志,133,1145,8,15-3/4,"6                                                        

4                                                        

5                                                        

1264512",1:24.99,49
2023/10/22,第五班,1400,13,4,焌豐 (H015),楊明綸,徐雨石,134,1185,7,19-3/4,"8                                                        

7                                                        

9                                                        

1387913",1:25.63,80
2023/10/22,第五班,1400,WV-A,5,飛騰騅 (E494),陳嘉熙,方嘉柏,128,---,---,---,,---,---
2023/10/18,第五班,1200,1,6,合金皇 (D287),班德禮,丁冠豪,128,1114,4,-,"6                                                        

5                                                        

1651",1:10.02,21
2023/10/18,第五班,1200,2,9,歡樂好友 (C533),蔡明紹,蘇偉賢,127,1118,1,2,"2                                                        

1                                                        

2212",1:10.35,7.8
2023/10/18,第五班,1200,3,3,謙謙君子 (G352),楊明綸,呂健威,132,1055,3,3-1/4,"5                                                        

3                                                        

3533",1:10.55,3.5
2023/10/18,第五班,1200,4,10,九秒九 (E495),董明朗,方嘉柏,126,1177,12,3-1/2,"10                                                        

10                                                        

410104",1:10.57,8.9
2023/10/18,第五班,1200,5,4,光明先驅 (G255),布文,姚本輝,130,1068,10,4-1/4,"11                                                        

11                                                        

511115",1:10.69,7.1
2023/10/18,第五班,1200,6,1,天外驚天 (G253),希威森,大衛希斯,135,1192,6,4-3/4,"7                                                        

7                                                        

6776",1:10.77,25
2023/10/18,第五班,1200,7,11,綫路光明 (E482),周俊樂,容天鵬,119,1047,2,5-1/4,"4                                                        

4                                                        

7447",1:10.86,8.2
2023/10/18,第五班,1200,8,12,飛馬好威 (G174),潘明輝,賀賢,119,1058,5,6-1/2,"9                                                        

9                                                        

8998",1:11.05,111
2023/10/18,第五班,1200,9,5,創奇蹟 (G083),潘頓,文家良,130,1106,8,7-3/4,"1                                                        

2                                                        

9129",1:11.25,4.5
2023/10/18,第五班,1200,10,2,順利取勝 (G403),嘉里,蔡約翰,134,1222,7,8-1/2,"8                                                        

8                                                        

108810",1:11.36,29
2023/10/18,第五班,1200,11,7,皇龍帝國 (E211),鍾易禮,徐雨石,121,1147,9,21-1/2,"3                                                        

6                                                        

113611",1:13.47,31
2023/10/18,第五班,1200,PU,8,三劍俠 (E303),霍宏聲,巫偉傑,128,1011,11,---,,---,21
2023/10/15,第五班,2000,1,1,家樂飛駒 (D267),布文,賀賢,135,1105,5,-,"3                                                        

5                                                        

5                                                        

3                                                        

135531",2:02.37,7.8
2023/10/15,第五班,2000,2,7,喜悅一生 (G072),艾兆禮,鄭俊偉,122,1170,1,1-1/2,"4                                                        

4                                                        

4                                                        

4                                                        

244442",2:02.61,7
2023/10/15,第五班,2000,3,4,烽煙載喜 (G090),田泰安,告東尼,132,1045,2,2,"6                                                        

6                                                        

7                                                        

6                                                        

366763",2:02.70,4.5
2023/10/15,第五班,2000,4,6,活力多多 (H022),何澤堯,伍鵬志,125,1243,4,3-1/2,"8                                                        

8                                                        

8                                                        

8                                                        

488884",2:02.92,10
2023/10/15,第五班,2000,5,2,金津銀星 (H032),巴度,葉楚航,133,1123,3,4-1/2,"7                                                        

7                                                        

6                                                        

7                                                        

577675",2:03.07,36
2023/10/15,第五班,2000,6,8,從所願 (G036),楊明綸,丁冠豪,117,1214,6,5-3/4,"5                                                        

2                                                        

2                                                        

1                                                        

652216",2:03.27,30
2023/10/15,第五班,2000,7,3,揚威四方 (G026),潘頓,韋達,133,1082,8,6-3/4,"2                                                        

3                                                        

3                                                        

5                                                        

723357",2:03.43,2
2023/10/15,第五班,2000,8,5,赤子雄心 (E489),黃智弘,方嘉柏,122,1037,7,8-3/4,"1                                                        

1                                                        

1                                                        

2                                                        

811128",2:03.76,14
2023/10/11,第五班,1000,1,2,鑽飾翱翔 (G201),鍾易禮,姚本輝,126,1198,10,-,"1                                                        

1                                                        

1111",0:57.80,12
2023/10/11,第五班,1000,2,3,萬事有 (D443),巫顯東,容天鵬,131,1236,5,頸位,"3                                                        

4                                                        

2342",0:57.85,9.6
